Data;(pył zawieszony PM2.5 [jednostka ug/m3]);(dwutlenek azotu [jednostka ug/m3]);(tlenek węgla [jednostka ug/m3]);(benzen [jednostka ug/m3]);(tlenki azotu [jednostka ug/m3]);(tlenek azotu [jednostka ug/m3]);(pył zawieszony PM10 [jednostka ug/m3])
2021-01-15 20:00;32.5;32.9;0.5;0.9;58.9;17.0;43.4
2021-01-15 21:00;34.5;31.5;0.6;1.1;57.7;17.1;41.4
2021-01-15 22:00;33.2;21.5;0.6;1.1;35.6;9.3;38.6
2021-01-15 23:00;30.7;14.2;0.5;0.9;22.0;5.1;36.3
2021-01-16 00:00;21.2;10.3;0.4;0.8;27.9;11.5;26.0
2021-01-16 01:00;18.4;5.3;0.4;0.6;12.7;4.9;23.5
2021-01-16 02:00;17.6;5.6;0.4;0.6;11.5;3.9;22.2
2021-01-16 03:00;12.5;2.7;0.4;0.5;8.1;3.5;16.6
2021-01-16 04:00;14.6;13.0;0.4;0.4;19.5;4.3;19.2
2021-01-16 05:00;18.2;8.6;0.4;0.5;16.2;5.0;23.1
2021-01-16 06:00;31.8;9.3;0.5;0.6;15.0;3.7;37.3
2021-01-16 07:00;33.0;17.3;0.6;0.7;33.5;10.6;39.4
2021-01-16 08:00;31.8;20.1;0.6;0.8;41.4;14.0;37.4
2021-01-16 09:00;29.6;22.4;0.6;1.0;51.7;19.1;35.0
2021-01-16 10:00;25.9;22.9;0.6;0.9;57.5;22.6;31.1
2021-01-16 11:00;37.7;24.8;0.6;1.1;60.0;23.0;45.7
2021-01-16 12:00;24.5;13.7;0.4;1.0;34.2;13.4;30.6
2021-01-16 13:00;22.2;16.1;0.4;0.7;49.8;22.1;28.3
2021-01-16 14:00;27.4;23.4;0.5;0.8;46.6;15.2;33.5
2021-01-16 15:00;30.1;36.8;0.6;1.0;89.6;34.5;37.9
2021-01-16 16:00;35.1;16.7;0.5;0.9;21.8;3.3;40.7
2021-01-16 17:00;49.5;26.2;0.7;1.3;37.5;7.4;56.9
2021-01-16 18:00;28.3;17.0;0.5;1.2;36.3;12.7;33.4
2021-01-16 19:00;21.0;17.7;0.4; ;36.3;12.2;25.5
2021-01-16 20:00;21.9;16.3;0.4;0.7;32.7;10.7;27.5
2021-01-16 21:00;26.2;12.8;0.4;0.8;20.4;5.0;31.5
2021-01-16 22:00;25.6;9.7;0.4;0.7;18.1;5.5;30.6
2021-01-16 23:00;25.6;8.1;0.4;0.7;12.0;2.6;30.1
2021-01-17 00:00;24.8;5.9;0.4;0.7;7.6;1.1;29.2
2021-01-17 01:00;27.6;4.4;0.4;0.8;5.7;0.8;32.4
2021-01-17 02:00;24.6;3.6;0.4;0.8;5.0;1.0;29.1
2021-01-17 03:00;21.7;3.6;0.4;0.7;4.3;0.5;25.9
2021-01-17 04:00;19.2;5.2;0.4;0.7;6.1;0.6;23.5
2021-01-17 05:00;15.7;7.9;0.4;0.6;9.2;0.9;19.9
2021-01-17 06:00;21.1;4.8;0.4;0.5;7.6;1.8;25.7
2021-01-17 07:00;34.0;5.9;0.4;0.8;13.0;4.7;39.8
2021-01-17 08:00;35.6;6.4;0.4;0.9;17.3;7.1;41.8
2021-01-17 09:00;37.6;4.1;0.4;0.9;11.3;4.7;44.1
2021-01-17 10:00;43.1;5.8;0.5;1.0;15.0;6.0;50.0
2021-01-17 11:00;43.5;4.7;0.5;1.1;16.2;7.5;50.1
2021-01-17 12:00;46.6;6.8;0.5;1.0;18.6;7.7;54.2
2021-01-17 13:00;52.2;9.6;0.6;1.5;23.4;9.0;61.5
2021-01-17 14:00;46.3;13.5;0.5;1.2;30.6;11.2;54.8
2021-01-17 15:00;39.7;11.3;0.5;1.1;23.6;8.1;46.3
2021-01-17 16:00;49.7;22.6;0.6;1.1;47.3;16.2;57.2
2021-01-17 17:00;70.7;32.1;0.7;1.6;47.9;10.3;80.5
2021-01-17 18:00;64.6;32.2;0.8;1.9;47.1;9.7;73.5
2021-01-17 19:00;62.0;29.3;0.8; ;57.3;18.3;70.6
2021-01-17 20:00;49.7;22.1;0.7;1.6;44.8;14.8;56.6
2021-01-17 21:00;43.1;18.9;0.6;1.3;38.9;13.1;49.8
2021-01-17 22:00;42.0;16.2;0.6;1.1;32.1;10.4;47.9
2021-01-17 23:00;41.5;11.2;0.6;1.1;16.5;3.4;47.7
2021-01-18 00:00;45.8;10.0;0.6;1.1;15.5;3.6;52.6
2021-01-18 01:00;45.2;6.8;0.6;1.1;8.4;1.1;52.1
2021-01-18 02:00;41.3;4.4;0.6;1.1;4.8;0.2;47.8
2021-01-18 03:00;41.9;5.4;0.5;1.0;6.6;0.8;48.5
2021-01-18 04:00;41.0;4.4;0.5;1.0;6.2;1.2;48.0
2021-01-18 05:00;43.9;10.6;0.5;1.0;18.2;5.0;51.3
2021-01-18 06:00;44.1;19.6;0.6;1.0;43.5;15.6;51.6
2021-01-18 07:00;46.6;28.5;0.7;1.2;77.0;31.8;54.3
2021-01-18 08:00;42.7;27.2;0.7;1.2;67.6;26.4;49.9
2021-01-18 09:00;39.3;24.2;0.6;1.1;66.4;27.6;46.2
2021-01-18 10:00;35.1;21.6;0.6;1.0;58.7;24.3;41.1
2021-01-18 11:00;41.3;29.2;0.6;1.0;99.6;46.1;47.9
2021-01-18 12:00;50.5;29.5;0.7;1.3;89.5;39.3;58.2
2021-01-18 13:00;55.5;33.1;0.7;1.4;108.6;49.4;63.5
2021-01-18 14:00;61.6;37.5;0.8;1.6;138.3;65.9;70.9
2021-01-18 15:00;64.4;31.4;0.8;1.7;96.9;42.8;74.1
2021-01-18 16:00;71.9;32.8;0.8;1.9;58.4;16.8;84.3
2021-01-18 17:00;72.8;52.5;1.0;2.6;114.4;40.5;84.4
2021-01-18 18:00;107.0;55.4;1.3;2.5;108.7;34.9;122.0
2021-01-18 19:00;122.5;50.1;1.4; ;87.9;24.7;138.7
2021-01-18 20:00;129.8;47.7;1.5;5.1;76.2;18.6;148.0
2021-01-18 21:00;147.0;49.9;1.7;5.5;84.4;22.5;167.8
2021-01-18 22:00;152.6;46.3;1.8;6.8;69.4;15.1;171.9
2021-01-18 23:00;124.3;40.4;1.4;5.2;51.4;7.3;142.2
2021-01-19 00:00;121.5;37.5;1.4;5.1;48.1;6.9;137.5
2021-01-19 01:00;102.1;28.9;1.2;4.3;32.4;2.3;115.4
2021-01-19 02:00;99.7;29.6;1.2;3.6;33.2;2.4;112.8
2021-01-19 03:00;94.4;24.1;1.2;3.7;26.4;1.5;106.0
2021-01-19 04:00;70.5;15.1;0.9;3.0;16.3;0.8;79.4
2021-01-19 05:00;47.2;6.4;0.6;1.9;7.2;0.5;53.4
2021-01-19 06:00;42.0;11.7;0.6;1.4;15.2;2.3;48.5
2021-01-19 07:00;40.4;12.5;0.6;1.4;18.8;4.1;46.0
2021-01-19 08:00;41.8;15.1;0.6;1.2;23.3;5.4;48.3
2021-01-19 09:00;47.7;19.4;0.6;1.4;31.3;7.7;56.7
2021-01-19 10:00;43.9;15.5;0.6;1.4;26.5;7.2;51.1
2021-01-19 11:00;41.7;19.7;0.6;1.4;40.7;13.7;49.0
2021-01-19 12:00;40.0;18.6;0.6;1.3;34.2;10.2;47.5
2021-01-19 13:00;39.1;16.6;0.6;1.2;30.2;8.9;45.7
2021-01-19 14:00;38.2;14.8;0.6;1.2;26.0;7.3;44.3
2021-01-19 15:00;40.3;18.2;0.6;1.3;34.6;10.7;47.4
2021-01-19 16:00;44.4;26.8;0.7;1.4;46.7;13.0;51.2
2021-01-19 17:00;43.8;20.2;0.6;1.5;32.5;8.1;50.4
2021-01-19 18:00;43.0;15.2;0.6;1.4;22.0;4.4;49.5
2021-01-19 19:00;39.6;10.2;0.6; ;13.9;2.4;45.1
2021-01-19 20:00;37.7;8.5;0.6;1.3;12.8;2.8;43.1
2021-01-19 21:00;34.0;5.8;0.5;1.2;10.1;2.8;39.0
2021-01-19 22:00;33.4;4.1;0.5;1.2;7.3;2.1;38.3
2021-01-19 23:00;31.8;4.8;0.5;1.2;7.8;2.0;36.7
2021-01-20 00:00;29.2;4.0;0.5;1.2;5.8;1.2;34.0
2021-01-20 01:00;27.4;4.8;0.5;1.1;6.0;0.8;31.8
2021-01-20 02:00;25.8;3.7;0.5;1.1;5.0;0.9;30.2
2021-01-20 03:00;24.9;4.2;0.5;1.1;5.0;0.5;29.1
2021-01-20 04:00;23.2;4.7;0.5;1.2;7.4;1.7;27.3
2021-01-20 05:00;22.3;5.4;0.5;1.1;7.2;1.2;26.5
2021-01-20 06:00;26.1;7.4;0.5;1.1;11.8;2.9;31.2
2021-01-20 07:00;28.5;12.1;0.6;1.1;20.4;5.4;33.8
2021-01-20 08:00;34.0;18.9;0.6;1.2;31.4;8.2;40.6
2021-01-20 09:00;36.3;18.8;0.6;1.5;32.8;9.2;43.4
2021-01-20 10:00;34.4;22.8;0.6;1.4;44.4;14.1;40.2
2021-01-20 11:00;28.8;16.1;0.6;1.2;27.7;7.6;34.0
2021-01-20 12:00;27.0;12.7;0.6;1.2;24.7;7.8;31.8
2021-01-20 13:00;27.8;16.2;0.6;1.1;28.8;8.3;33.2
2021-01-20 14:00;27.7;14.6;0.6;1.2;31.0;10.7;32.6
2021-01-20 15:00;25.7;13.1;0.5;1.1;23.0;6.5;30.6
2021-01-20 16:00;25.8;16.4;0.6;1.1;27.0;6.9;30.2
2021-01-20 17:00;25.7;18.1;0.6;1.3;33.5;10.0;30.4
2021-01-20 18:00;26.9;13.0;0.6;1.2;22.9;6.5;31.4
2021-01-20 19:00;30.0;11.2;0.6; ;17.0;3.7;34.5
2021-01-20 20:00;28.3;9.4;0.5;1.2;12.9;2.3;32.7
2021-01-20 21:00;25.7;6.8;0.5;1.0;9.3;1.6;30.0
2021-01-20 22:00;24.2;6.5;0.5;0.9;10.5;2.6;28.4
2021-01-20 23:00;26.2;3.5;0.4;0.8;5.8;1.5;30.6
2021-01-21 00:00;25.2;2.5;0.4;0.7;3.8;0.9;29.5
2021-01-21 01:00;22.7;4.8;0.4;0.7;6.1;0.8;26.9
2021-01-21 02:00;19.9;3.6;0.4;0.6;4.4;0.6;24.1
2021-01-21 03:00;20.1;3.1;0.4;0.6;3.9;0.5;24.1
2021-01-21 04:00;18.6;2.5;0.4;0.6;3.5;0.6;22.6
2021-01-21 05:00;16.3;3.2;0.4;0.5;4.9;1.2;20.1
2021-01-21 06:00;15.0;4.7;0.4;0.5;7.0;1.5;18.8
2021-01-21 07:00;16.1;10.2;0.4;0.5;16.7;4.3;20.2
2021-01-21 08:00;18.0;17.7;0.4;0.6;30.2;8.2;22.5
2021-01-21 09:00;19.0;13.6;0.4;0.6;22.1;5.6;23.7
2021-01-21 10:00;18.1;12.2;0.4;0.5;21.8;6.3;22.8
2021-01-21 11:00;15.5;10.7;0.4;0.5;19.3;5.7;20.2
2021-01-21 12:00;14.3;10.8;0.4;0.5;20.4;6.3;18.8
2021-01-21 13:00;15.2;13.2;0.4;0.5;23.3;6.7;20.2
2021-01-21 14:00;15.3;13.7;0.4;0.5;24.9;7.4;19.8
2021-01-21 15:00;18.0;16.2;0.4;0.6;29.5;8.7;23.6
2021-01-21 16:00;20.0;26.6;0.5;0.7;46.2;12.8;31.5
2021-01-21 17:00;20.0;25.2;0.5;0.7;36.8;7.5;25.3
2021-01-21 18:00;22.8;25.2;0.5;0.8;38.2;8.5;28.2
2021-01-21 19:00;24.2;20.4;0.5; ;27.5;4.6;29.3
2021-01-21 20:00;25.7;19.6;0.5;0.8;25.1;3.6;31.1
2021-01-21 21:00;26.2;13.7;0.5;0.7;18.5;3.1;31.5
2021-01-21 22:00;25.9;14.6;0.4;0.7;19.7;3.3;31.4
2021-01-21 23:00;25.5;8.9;0.4;0.7;11.2;1.5;31.0
2021-01-22 00:00;24.6;7.4;0.4;0.6;9.3;1.3;29.7
2021-01-22 01:00;23.1;5.2;0.4;0.5;6.2;0.7;28.2
2021-01-22 02:00;20.7;4.0;0.4;0.5;5.0;0.6;25.5
2021-01-22 03:00;18.9;2.5;0.4;0.5;3.3;0.5;23.5
2021-01-22 04:00;17.7;2.7;0.3;0.4;3.8;0.8;22.3
2021-01-22 05:00;17.7;4.2;0.3;0.4;6.6;1.6;22.4
2021-01-22 06:00;17.2;3.2;0.3;0.4;4.8;1.0;21.8
2021-01-22 07:00;16.0;11.6;0.4;0.5;18.3;4.4;21.2
2021-01-22 08:00;18.2;23.4;0.5;0.5;42.9;12.8;24.2
2021-01-22 09:00;14.8;18.4;0.4;0.6;30.5;7.9;20.8
2021-01-22 10:00;12.0;10.8;0.4;0.4;17.7;4.5;16.8
2021-01-22 11:00;12.4;14.8;0.4;0.4;24.3;6.2;17.2
2021-01-22 12:00;13.4;11.7;0.4;0.5;21.0;6.0;18.7
2021-01-22 13:00;12.5;12.6;0.4;0.4;24.5;7.8;18.1
2021-01-22 14:00;11.9;14.0;0.4;0.4;27.3;8.7;19.5
2021-01-22 15:00;11.2;19.7;0.4;0.5;43.5;15.6;17.4
2021-01-22 16:00;14.9;17.8;0.4;0.5;28.6;7.1;21.4
2021-01-22 17:00;16.9;18.7;0.4;0.9;27.8;5.9;22.4
2021-01-22 18:00;17.7;14.9;0.4;0.6;25.3;6.8;23.1
2021-01-22 19:00;17.7;11.9;0.4; ;18.8;4.6;23.0
2021-01-22 20:00;17.8;11.9;0.4;0.5;19.2;4.8;23.0
2021-01-22 21:00;17.7;11.4;0.4;0.5;15.5;2.7;23.7
2021-01-22 22:00;16.8;6.9;0.4;0.5;9.6;1.8;22.2
2021-01-22 23:00;16.8;6.7;0.4;0.4;9.3;1.7;22.3
2021-01-23 00:00;17.0;5.9;0.4;0.4;7.8;1.2;22.2
2021-01-23 01:00;17.7;5.4;0.4;0.4;7.1;1.1;23.0
2021-01-23 02:00;17.8;4.0;0.4;0.4;4.9;0.6;23.3
2021-01-23 03:00;17.0;2.5;0.3;0.4;3.4;0.6;22.1
2021-01-23 04:00;16.2;2.6;0.4;0.4;3.3;0.5;21.4
2021-01-23 05:00;14.9;2.7;0.3;0.3;3.9;0.8;20.1
2021-01-23 06:00;14.6;5.9;0.4;0.3;7.4;0.9;19.8
2021-01-23 07:00;13.8;6.8;0.4;0.3;9.8;1.9;18.9
2021-01-23 08:00;11.2;6.9;0.3;0.4;10.1;2.1;16.3
2021-01-23 09:00;11.6;9.5;0.4;0.4;16.4;4.5;17.3
2021-01-23 10:00;8.7;11.5;0.4;0.4;19.6;5.3;14.1
2021-01-23 11:00;8.8;14.4;0.4;0.4;24.8;6.7;14.6
2021-01-23 12:00;8.7;13.7;0.4;0.4;20.4;4.4;14.8
2021-01-23 13:00;8.5;10.6;0.3;0.3;20.3;6.3;18.7
2021-01-23 14:00;9.7;7.7;0.3;0.3;13.4;3.7;22.1
2021-01-23 15:00;10.4;8.7;0.3;0.3;14.3;3.7;22.3
2021-01-23 16:00;11.1;7.0;0.3;0.3;11.5;2.9;20.2
2021-01-23 17:00;13.6;8.2;0.4;0.4;11.5;2.2;21.7
2021-01-23 18:00;14.2;10.8;0.4;0.5;14.6;2.5;21.8
2021-01-23 19:00;16.9;13.3;0.4; ;18.7;3.6;24.0
2021-01-23 20:00;16.2;32.4;0.5;0.6;51.5;12.5;23.5
2021-01-23 21:00;21.1;69.4;0.9;0.8;185.2;75.7;33.1
2021-01-23 22:00;17.5;28.6;0.5;0.8;40.8;8.0;26.0
2021-01-23 23:00;16.8;16.1;0.5;0.7;19.8;2.4;24.6
2021-01-24 00:00;14.7;7.4;0.4;0.5;10.6;2.1;20.6
2021-01-24 01:00;14.3;6.8;0.4;0.5;9.6;1.9;19.8
2021-01-24 02:00;12.1;4.6;0.4;0.4;6.3;1.1;16.7
2021-01-24 03:00;11.6;4.4;0.4;0.4;5.8;0.9;16.0
2021-01-24 04:00;8.2;3.1;0.4;0.4;4.0;0.5;12.0
2021-01-24 05:00;5.4;2.5;0.3;0.3;3.3;0.5;8.9
2021-01-24 06:00;4.7;3.7;0.3;0.3;4.6;0.6;8.0
2021-01-24 07:00;6.0;7.4;0.3;0.3;10.9;2.3;9.6
2021-01-24 08:00;9.7;9.7;0.3;0.3;15.5;3.8;13.7
2021-01-24 09:00;12.1;7.1;0.3;0.3;10.1;2.0;16.2
2021-01-24 10:00;10.3;5.2;0.3;0.4;7.5;1.5;14.3
2021-01-24 11:00;11.7;5.0;0.4;0.3;8.5;2.3;15.8
2021-01-24 12:00;13.6;4.7;0.3;0.4;8.8;2.6;17.9
2021-01-24 13:00;15.6;6.0;0.4;0.3;10.3;2.9;19.7
2021-01-24 14:00;16.5;14.5;0.4;0.4;29.0;9.5;21.5
2021-01-24 15:00;17.0;21.5;0.5;0.7;40.4;12.4;21.3
2021-01-24 16:00;15.5;30.5;0.6;0.7;61.0;20.0;20.5
2021-01-24 17:00;23.9;31.1;0.7;0.9;52.0;13.7;29.2
2021-01-24 18:00;32.5;36.1;0.8;1.2;69.1;21.6;38.1
2021-01-24 19:00;47.1;41.0;0.9; ;76.6;23.3;53.7
2021-01-24 20:00;59.0;50.5;1.3;2.3;187.4;89.5;67.5
2021-01-24 21:00;80.4;46.6;1.6;3.1;174.0;83.3;90.2
2021-01-24 22:00;102.2;38.2;1.6;3.9;98.0;39.1;115.0
2021-01-24 23:00;94.1;38.5;1.6;3.7;119.0;52.6;106.1
2021-01-25 00:00;104.7;34.4;1.8;4.1;83.2;31.9;117.4
2021-01-25 01:00;102.6;25.0;1.9;4.1;90.9;43.0;113.8
2021-01-25 02:00;99.0;21.5;1.5;3.9;65.8;29.0;111.5
2021-01-25 03:00;56.6;16.2;0.9;3.1;35.3;12.5;64.6
2021-01-25 04:00;22.4;8.3;0.4;1.0;13.1;3.1;26.9
2021-01-25 05:00;17.8;22.3;0.4;0.6;51.4;19.0;21.8
2021-01-25 06:00;15.8;32.6;0.4;0.5;88.0;36.2;19.9
2021-01-25 07:00;13.7;40.9;0.5;0.6;149.7;71.1;17.7
2021-01-25 08:00;10.8;40.6;0.5;0.6;159.0;77.4;14.6
2021-01-25 09:00;12.1;49.5;0.5;0.7;162.6;74.0;16.4
2021-01-25 10:00;16.9;39.5;0.5;0.7;127.9;57.8;25.0
2021-01-25 11:00;16.4;37.2;0.5;0.8;134.2;63.4;21.9
2021-01-25 12:00;19.2;22.5;0.5; ;52.0;19.3;23.8
2021-01-25 13:00;20.1;23.7;0.5; ;60.6;24.1;24.6
2021-01-25 14:00;27.2;30.0;0.5; ;80.0;32.7;32.1
2021-01-25 15:00;33.1;36.7;0.6;0.9;106.1;45.4;38.4
2021-01-25 16:00;30.4;35.7;0.6;0.9;103.9;44.6;35.5
2021-01-25 17:00;25.8;34.4;0.6;1.4;82.8;31.6;30.6
2021-01-25 18:00;24.4;30.8;0.5;1.3;73.8;28.2;29.3
2021-01-25 19:00;20.6;25.8;0.5;1.2;55.4;19.4;25.0
2021-01-25 20:00;20.0;20.3;0.5;1.0;50.9;20.0;24.3
2021-01-25 21:00;17.4;16.6;0.4;1.1;36.4;12.9;21.5
2021-01-25 22:00;16.0;11.9;0.4;0.7;22.5;7.0;20.0
2021-01-25 23:00;15.4;8.7;0.3;0.7;18.8;6.6;19.3
2021-01-26 00:00;17.8;6.5;0.3;0.5;12.4;3.9;22.3
2021-01-26 01:00;15.7;5.0;0.3;0.5;6.0;0.7;19.6
2021-01-26 02:00;17.0;3.8;0.3;0.5;4.3;0.3;21.0
2021-01-26 03:00;14.5;2.5;0.2;0.5;2.5;0.0;18.2
2021-01-26 04:00;12.3;4.9;0.2;0.4;8.2;2.2;16.1
2021-01-26 05:00;11.8;10.5;0.2;0.4;17.6;4.7;15.8
2021-01-26 06:00;16.3;22.7;0.3;0.4;41.2;12.1;21.5
2021-01-26 07:00;20.4;35.7;0.4;0.4;86.2;33.0;26.4
2021-01-26 08:00;23.4;41.3;0.5;0.5;102.6;40.1;29.5
2021-01-26 09:00;24.7;40.6;0.5;0.5;116.2;49.4;31.0
2021-01-26 10:00;21.9;37.9;0.4;0.5;101.8;41.8;28.6
2021-01-26 11:00;17.7;32.5;0.4;0.4;86.2;35.1;22.9
2021-01-26 12:00;19.7;34.8;0.4;0.5;87.1;34.2;26.4
2021-01-26 13:00;21.9;36.2;0.4;0.5;93.3;37.4;27.6
2021-01-26 14:00;19.5;36.8;0.4; ;92.3;36.3;25.2
2021-01-26 15:00;19.5;41.7;0.5; ;109.5;44.3;25.1
2021-01-26 16:00;19.9;49.2;0.6;0.7;115.8;43.6;25.0
2021-01-26 17:00;25.1;54.8;0.5;0.7;133.5;51.4;30.6
2021-01-26 18:00;30.5;48.4;0.5;0.7;101.5;34.7;36.4
2021-01-26 19:00;34.7;39.4;0.5;0.7;66.9;18.0;40.6
2021-01-26 20:00;41.5;35.1;0.6;1.1;50.2;9.9;47.2
2021-01-26 21:00;39.9;32.3;0.5;1.3;60.2;18.2;45.6
2021-01-26 22:00;37.6;29.0;0.5;1.0;38.1;6.0;43.3
2021-01-26 23:00;35.6;29.7;0.5;1.1;44.4;9.6;41.5
2021-01-27 00:00;38.2;28.4;0.4;0.6;36.9;5.5;45.1
2021-01-27 01:00;40.4;20.8;0.4;0.8;27.9;4.7;46.9
2021-01-27 02:00;38.4;19.4;0.4;0.6;22.5;2.0;44.7
2021-01-27 03:00;35.3;13.2;0.4;0.7;13.4;0.1;41.1
2021-01-27 04:00;34.9;12.7;0.4;0.6;15.4;1.7;41.0
2021-01-27 05:00;32.8;18.9;0.4;0.6;29.1;6.7;39.1
2021-01-27 06:00;28.3;23.0;0.4;0.5;46.7;15.5;34.1
2021-01-27 07:00;33.6;34.6;0.5;0.5;75.8;26.9;39.5
2021-01-27 08:00;34.2;38.1;0.5;0.5;91.9;35.2;40.2
2021-01-27 09:00;33.0;34.2;0.5;0.7;85.2;33.3;39.1
2021-01-27 10:00;31.0;39.6;0.5;0.6;121.7;53.7;37.2
2021-01-27 11:00;31.5;29.9;0.5;0.7;95.6;43.0;37.4
2021-01-27 12:00;33.9;30.7;0.5;0.7;84.6;35.2;41.3
2021-01-27 13:00;24.4;33.5;0.4;0.6;92.9;38.8;31.4
2021-01-27 14:00;22.1;33.3;0.4;0.6;84.3;33.3;27.9
2021-01-27 15:00;25.5;40.5;0.5; ;109.1;44.9;31.6
2021-01-27 16:00;26.5;45.9;0.6; ;129.9;55.0;31.7
2021-01-27 17:00;27.5;36.0;0.4;0.5;80.2;28.8;32.9
2021-01-27 18:00;31.0;34.1;0.5;0.5;77.3;28.2;36.5
2021-01-27 19:00;33.0;30.4;0.5;0.6;58.7;18.4;38.7
2021-01-27 20:00;29.2;29.4;0.4;0.5;52.0;14.8;34.8
2021-01-27 21:00;30.0;29.7;0.4;0.6;52.9;15.1;35.9
2021-01-27 22:00;33.0;23.6;0.4;0.6;40.9;11.3;39.0
2021-01-27 23:00;39.0;19.2;0.5;0.7;30.5;7.4;45.5
2021-01-28 00:00;37.8;15.9;0.4;0.8;21.3;3.5;44.3
2021-01-28 01:00;31.3;9.1;0.4;0.5;11.5;1.6;36.9
2021-01-28 02:00;29.9;5.4;0.4;0.6;6.6;0.7;35.3
2021-01-28 03:00;28.5;5.3;0.4;0.5;6.8;1.0;33.9
2021-01-28 04:00;30.7;8.3;0.4;0.5;9.5;0.8;36.5
2021-01-28 05:00;34.4;20.4;0.4;0.6;28.9;5.6;40.7
2021-01-28 06:00;34.3;32.0;0.4;0.6;56.4;15.9;41.1
2021-01-28 07:00;34.1;43.8;0.6;0.6;102.6;38.4;41.3
2021-01-28 08:00;36.9;54.5;0.7;0.6;139.5;55.6;44.9
2021-01-28 09:00;43.3;49.8;0.7;0.9;98.4;31.8;52.2
2021-01-28 10:00;41.2;39.9;0.6;1.1;72.5;21.4;49.2
2021-01-28 11:00;35.2;31.1;0.5;0.6;66.1;22.9;42.2
2021-01-28 12:00;19.2;21.9;0.4;0.6;46.3;15.9;24.5
2021-01-28 13:00;13.9;13.8;0.3;0.5;28.9;9.9;19.4
2021-01-28 14:00;14.4;16.5;0.3;0.4;36.2;12.9;19.1
2021-01-28 15:00;15.9;18.3;0.4;0.6;32.3;9.1;20.7
2021-01-28 16:00;16.9;26.4;0.4; ;37.2;7.1;22.4
2021-01-28 17:00;19.0;20.5;0.4; ;29.2;5.7;23.7
2021-01-28 18:00;19.2;20.9;0.4;0.4;27.4;4.3;24.3
2021-01-28 19:00;21.0;12.5;0.4;0.5;16.2;2.4;25.8
2021-01-28 20:00;19.1;7.5;0.4;0.5;10.0;1.6;23.2
2021-01-28 21:00;19.3;6.6;0.4;0.5;9.0;1.5;23.7
2021-01-28 22:00;20.1;17.1;0.3;0.5;19.0;1.3;25.3
2021-01-28 23:00;20.8;18.5;0.3;0.4;20.3;1.2;26.2
2021-01-29 00:00;20.0;12.8;0.3;0.4;14.3;1.0;24.6
2021-01-29 01:00;18.7;13.1;0.3;0.5;15.4;1.5;23.5
2021-01-29 02:00;15.3;3.5;0.3;0.4;4.2;0.5;18.9
2021-01-29 03:00;14.5;2.5;0.3;0.5;3.3;0.5;18.1
2021-01-29 04:00;15.1;5.4;0.3;0.5;8.0;1.6;18.8
2021-01-29 05:00;17.1;13.0;0.4;0.5;25.6;8.3;21.1
2021-01-29 06:00;22.5;24.8;0.4;0.5;51.4;17.4;27.8
2021-01-29 07:00;17.1;31.6;0.4;0.5;77.8;30.2;22.3
2021-01-29 08:00;12.9;46.9;0.4;0.4;96.8;32.7;17.4
2021-01-29 09:00;16.6;43.8;0.4;0.5;111.9;44.5;21.4
2021-01-29 10:00;16.8;33.1;0.4;0.4;87.0;35.2;22.1
2021-01-29 11:00;11.3;29.8;0.4;0.5;77.1;30.9;15.9
2021-01-29 12:00;9.8;34.2;0.4;0.4;96.7;40.9;15.1
2021-01-29 13:00;10.2;33.2;0.4;0.5;90.4;37.4;14.7
2021-01-29 14:00;12.7;43.6;0.5;0.4;128.4;55.4;18.8
2021-01-29 15:00;14.2;50.3;0.6;0.5;134.8;55.2;21.3
2021-01-29 16:00;18.4;59.5;0.8;0.5;129.5;45.8;25.0
2021-01-29 17:00;42.8;84.3;1.1; ;181.1;63.3;57.1
2021-01-29 18:00;51.4;82.0;1.1; ;161.0;51.7;65.9
2021-01-29 19:00;97.8;92.8;2.0;3.0;313.2;144.1;128.0
2021-01-29 20:00;138.2;83.5;2.1;10.1;270.6;122.3;177.6
2021-01-29 21:00;129.0;65.1;1.8;11.5;181.5;76.2;160.5
2021-01-29 22:00;85.0;53.4;1.2;3.9;132.8;51.9;110.6
2021-01-29 23:00;99.3;46.9;1.3;3.3;111.0;41.9;121.1
2021-01-30 00:00;99.4;41.2;1.1;3.5;92.1;33.3;112.7
2021-01-30 01:00;82.4;27.2;1.0;3.1;53.4;17.1;92.7
2021-01-30 02:00;60.7;18.2;0.7;2.0;27.9;6.3;68.1
2021-01-30 03:00;45.2;14.1;0.6;1.0;26.1;7.8;51.2
2021-01-30 04:00;43.8;22.7;0.6;0.8;40.5;11.6;49.9
2021-01-30 05:00;42.5;30.3;0.6;0.8;54.8;16.0;48.5
2021-01-30 06:00;43.0;36.2;0.6;1.0;67.8;20.6;50.3
2021-01-30 07:00;46.2;49.5;0.7;1.0;112.9;41.4;57.8
2021-01-30 08:00;51.2;49.1;0.9;1.2;121.9;47.6;66.2
2021-01-30 09:00;62.5;53.3;1.0;1.6;170.3;76.5;80.2
2021-01-30 10:00;72.3;49.0;1.3;2.1;165.3;76.0;90.1
2021-01-30 11:00;89.2;43.2;1.2;2.2;149.8;69.7;109.4
2021-01-30 12:00;82.9;52.9;1.3;2.3;162.0;71.4;100.8
2021-01-30 13:00;28.7;23.8;0.7;1.8;44.3;13.4;35.3
2021-01-30 14:00;21.9;18.6;0.6;0.9;40.9;14.5;27.2
2021-01-30 15:00;39.1;21.8;0.7;0.7;47.3;16.7;44.4
