Data;(pył zawieszony PM2.5 [jednostka ug/m3]);(dwutlenek azotu [jednostka ug/m3]);(tlenek węgla [jednostka ug/m3]);(benzen [jednostka ug/m3]);(tlenki azotu [jednostka ug/m3]);(tlenek azotu [jednostka ug/m3]);(pył zawieszony PM10 [jednostka ug/m3])
2021-04-13 02:00;37.7;10.2;0.3;0.7;10.8;0.9;46.6
2021-04-13 03:00;38.6;11.2;0.3;0.7;11.9;1.0;45.5
2021-04-13 04:00;36.9;14.1;0.3;0.8;17.8;5.6;44.3
2021-04-13 05:00;32.1;18.2;0.3;0.7;23.6;8.3;38.9
2021-04-13 06:00;11.8;34.0;0.3;0.7;54.6;31.5;15.7
2021-04-13 07:00;8.3;39.2;0.4;0.8;59.5;30.9;12.2
2021-04-13 08:00;11.8;31.9;0.3;0.7;44.3;19.0;16.7
2021-04-13 09:00;8.4;33.7;0.3;0.6;49.4;24.0;12.1
2021-04-13 10:00;8.6;31.1;0.3;0.9;43.6;19.0;12.4
2021-04-13 11:00;9.3;26.9;0.3;0.8;35.5;13.3;13.7
2021-04-13 12:00;12.5;38.6;0.3;0.5;58.6;30.6;20.3
2021-04-13 13:00;14.2;44.2;0.3;0.6;74.2;45.8;22.7
2021-04-13 14:00;15.6;45.5;0.4;0.7;75.6;46.0;21.2
2021-04-13 15:00;17.6;49.9;0.4;0.9;82.9;50.5;24.5
2021-04-13 16:00;17.6;44.8;0.4;0.9;76.6;48.5;24.6
2021-04-13 17:00;17.2;41.4;0.4;0.8;68.4;41.2;23.0
2021-04-13 18:00;17.1;44.6;0.4;0.9;70.1;39.0;21.9
2021-04-13 19:00;21.2;38.4;0.4;1.1;56.2;27.2;26.1
2021-04-13 20:00;17.3;30.7;0.3;1.1;42.0;17.3;21.4
2021-04-13 21:00;15.5;19.7;0.3;0.9;22.6;4.4;19.3
2021-04-13 22:00;16.4;23.9;0.3;0.9;28.0;6.3;20.2
2021-04-13 23:00;12.4;14.7;0.3;0.7;15.7;1.5;16.0
2021-04-14 00:00;14.0;10.4;0.3;0.6;10.7;0.5;17.6
2021-04-14 01:00;12.7;8.8;0.3;0.6;9.2;0.5;16.2
2021-04-14 02:00;10.4;8.6;0.2;0.5;8.9;0.4;13.8
2021-04-14 03:00;8.2;8.4;0.2;0.4;9.6;2.0;11.5
2021-04-14 04:00;6.9;15.1;0.2;0.4;20.0;7.5;10.2
2021-04-14 05:00;4.8;26.7;0.3;0.4;37.8;16.9;8.1
2021-04-14 06:00;5.0;47.2;0.4;0.4;67.6;31.3;8.4
2021-04-14 07:00;7.2;49.1;0.4;0.6;63.8;22.6;10.7
2021-04-14 08:00;6.3;50.6;0.4;0.7;72.5;33.4;10.2
2021-04-14 09:00;5.1;39.2;0.3;0.8;53.1;21.2;8.6
2021-04-14 10:00;5.5;36.2;0.3;0.5;48.0;18.0;9.0
2021-04-14 11:00;6.9;32.3;0.3;0.5;42.9;16.2;10.5
2021-04-14 12:00;7.2;38.4;0.3;0.6;54.0;23.8;10.8
2021-04-14 13:00;7.4;30.7;0.3;0.6;41.6;16.7;10.9
2021-04-14 14:00;7.7;36.8;0.3;0.6;49.8;19.9;11.3
2021-04-14 15:00;6.9;39.4;0.3;0.6;50.9;17.6;10.4
2021-04-14 16:00;7.2;29.9;0.3;0.7;36.9;10.8;10.5
2021-04-14 17:00;9.2;30.9;0.3;0.7;37.3;9.7;12.6
2021-04-14 18:00;9.4;30.7;0.3;0.8;36.7;9.3;13.0
2021-04-14 19:00;13.1;36.0;0.4;0.9;42.2;9.4;16.9
2021-04-14 20:00;15.9;32.5;0.3;1.0;36.8;6.6;19.8
2021-04-14 21:00;18.3;28.7;0.3;1.0;32.7;6.2;22.2
2021-04-14 22:00;20.1;23.9;0.3;1.0;27.0;4.7;24.1
2021-04-14 23:00;18.7;19.9;0.3;0.9;22.1;3.4;22.6
2021-04-15 00:00;16.9;12.3;0.3;0.8;12.9;0.9;20.6
2021-04-15 01:00;15.8;10.0;0.3;0.8;10.3;0.5;19.4
2021-04-15 02:00;14.8;10.4;0.3;0.7;10.9;0.9;18.4
2021-04-15 03:00;12.8;10.3;0.3;0.7;10.9;0.9;16.3
2021-04-15 04:00;10.7;16.7;0.3;0.6;19.2;3.7;14.2
2021-04-15 05:00;10.9;32.9;0.3;0.5;43.7;16.5;14.5
2021-04-15 06:00;11.6;48.0;0.4;0.6;69.5;32.9;15.3
2021-04-15 07:00;11.9;48.4;0.4;0.8;70.6;34.0;15.7
2021-04-15 08:00;12.0;44.8;0.4;0.8;66.1;32.6;15.9
2021-04-15 09:00;13.1;39.0;0.4;0.9;58.8;30.3;16.9
2021-04-15 10:00;15.2;42.0;0.4;0.8;67.2;38.6;19.0
2021-04-15 11:00;18.2;44.1;0.4;0.9;72.4;43.3;22.3
2021-04-15 12:00;17.2;45.6;0.4;1.0;76.2;46.8;21.3
2021-04-15 13:00;16.7;46.5;0.5;1.0;85.2;59.2;21.1
2021-04-15 14:00;15.8;35.9;0.4;1.1;64.9;44.4;20.6
2021-04-15 15:00;14.6;50.4;0.5;1.2;88.5;58.3;18.5
2021-04-15 16:00;13.7;48.3;0.5;1.1;76.1;42.5;17.6
2021-04-15 17:00;15.4;49.2;0.5;1.3;79.1;45.7;19.3
2021-04-15 18:00;20.1;44.5;0.4;1.0;66.3;33.4;24.6
2021-04-15 19:00;24.7;39.3;0.5;2.5;55.2;24.4;29.3
2021-04-15 20:00;22.9;38.6;0.4;1.4;56.6;27.6;27.3
2021-04-15 21:00;20.7;30.2;0.4;1.3;39.1;13.7;24.8
2021-04-15 22:00;23.7;30.4;0.4;1.3;38.5;12.4;28.0
2021-04-15 23:00;24.7;31.0;0.4;1.3;35.7;7.2;28.8
2021-04-16 00:00;24.7;25.5;0.4;1.3;27.4;3.0;28.8
2021-04-16 01:00;21.2;22.1;0.3;1.3;22.3;0.2;25.2
2021-04-16 02:00;17.7;20.9;0.3;1.2;21.1;0.3;21.5
2021-04-16 03:00;14.3;19.9;0.3;1.2;20.5;0.8;17.9
2021-04-16 04:00;13.1;23.1;0.4;1.2;26.3;4.9;16.7
2021-04-16 05:00;12.1;26.8;0.4;1.2;33.4;10.1;15.7
2021-04-16 06:00;11.1;37.8;0.5;1.4;62.2;37.5;14.9
2021-04-16 07:00;10.2;43.3;0.5;1.1;75.3;49.0;13.8
2021-04-16 08:00;9.1;43.8;0.5;1.2;76.7;50.4;12.7
2021-04-16 09:00;7.8;41.9;0.5;1.2;67.5;39.2;11.5
2021-04-16 10:00;10.9;47.9;0.5;1.1;81.4;51.3;14.7
2021-04-16 11:00;12.3;46.8;0.5;1.2;79.6;50.1;16.9
2021-04-16 12:00;14.6;42.1;0.5;1.3;65.3;35.5;19.8
2021-04-16 13:00;16.3;37.9;0.5;1.5;54.6;25.5;21.2
2021-04-16 14:00;17.6;39.9;0.5;1.6;56.8;25.9;22.3
2021-04-16 15:00;20.0;43.2;0.6;1.7;61.3;27.7;26.1
2021-04-16 16:00;21.5;41.0;0.5;1.6;53.6;19.2;27.1
2021-04-16 17:00;23.9;41.3;0.5;1.7;52.0;16.3;28.3
2021-04-16 18:00;24.2;38.0;0.5;1.7;47.7;14.8;28.5
2021-04-16 19:00;24.9;40.1;0.5;1.9;50.1;15.2;29.3
2021-04-16 20:00;23.9;39.1;0.5;1.9;48.0;13.7;28.2
2021-04-16 21:00;23.7;38.0;0.5;1.7;48.8;16.5;27.9
2021-04-16 22:00;23.7;31.4;0.5;1.6;37.6;9.5;28.0
2021-04-16 23:00;22.7;26.4;0.4;1.6;29.4;4.5;26.9
2021-04-17 00:00;18.0;24.8;0.4;1.4;28.5;5.7;21.9
2021-04-17 01:00;16.1;20.8;0.3;1.2;22.7;2.8;19.9
2021-04-17 02:00;13.5;17.2;0.3;1.0;18.5;1.9;17.2
2021-04-17 03:00;18.5;19.6;0.4;1.1;19.9;0.5;22.4
2021-04-17 04:00;13.1;17.9;0.4;1.1;19.1;1.9;16.7
2021-04-17 05:00;9.3;16.2;0.4;1.1;17.8;2.4;12.7
2021-04-17 06:00;10.3;17.6;0.4;1.0;18.6;1.5;13.8
2021-04-17 07:00;13.0;26.4;0.4;1.2;31.5;7.7;16.9
2021-04-17 08:00;17.3;23.4;0.4;1.2;30.5;11.0;21.4
2021-04-17 09:00;20.1;31.0;0.5;1.4;49.8;28.8;25.5
2021-04-17 10:00;11.9;30.6;0.5;1.1;50.6;30.5;15.5
2021-04-17 11:00;13.8;33.6;0.5;1.0;56.1;34.4;20.5
2021-04-17 12:00;12.2;31.2;0.5;1.0;50.4;29.4;22.7
2021-04-17 13:00;12.0;29.3;0.4;1.0;44.8;23.6;20.9
2021-04-17 14:00;13.1;17.8;0.4;1.0;24.1;9.7;18.8
2021-04-17 15:00;16.8;20.7;0.4;0.9;26.6;9.1;22.8
2021-04-17 16:00;18.9;22.7;0.4;1.0;29.0;9.7;25.3
2021-04-17 17:00;22.0;25.0;0.4;1.0;31.8;10.5;28.4
2021-04-17 18:00;21.9;24.4;0.4;1.0;27.6;4.8;27.4
2021-04-17 19:00;25.9;36.1;0.5;1.0;43.6;11.6;34.1
2021-04-17 20:00;53.1;56.0;0.8;1.8;88.6;49.8;66.4
2021-04-17 21:00;48.7;40.3;0.7;2.7;51.4;17.0;58.1
2021-04-17 22:00;46.5;45.4;0.7;1.7;55.1;14.8;57.0
2021-04-17 23:00;62.9;35.2;0.8;2.5;41.3;9.3;73.9
2021-04-18 00:00;72.4;41.4;0.9;2.7;53.0;17.7;85.6
2021-04-18 01:00;90.0;41.7;1.4;3.6;72.5;47.1;105.4
2021-04-18 02:00;95.2;36.8;1.4;4.5;55.4;28.4;107.9
2021-04-18 03:00;76.7;28.5;1.0;3.9;31.3;4.3;86.7
2021-04-18 04:00;83.6;31.4;1.1;3.6;37.6;9.4;93.0
2021-04-18 05:00;66.4;31.2;0.8;3.2;41.9;16.4;76.1
2021-04-18 06:00;67.6;32.9;0.9;3.2;47.0;21.4;79.8
2021-04-18 07:00;58.0;33.3;0.8;2.8;49.3;24.5;69.2
2021-04-18 08:00;47.9;22.5;0.6;2.4;32.0;14.5;57.6
2021-04-18 09:00;31.2;20.1;0.5;1.9;28.4;12.8;42.9
2021-04-18 10:00;22.2;22.2;0.4;1.3;30.4;12.6;33.8
2021-04-18 11:00;20.4;26.7;0.4;1.1;39.9;20.2;33.5
2021-04-18 12:00;21.2;23.7;0.4;1.1;32.3;13.0;36.6
2021-04-18 13:00;20.1;27.6;0.4;1.0;39.4;18.0;34.7
2021-04-18 14:00;20.0;33.1;0.4;1.0;48.5;23.6;38.1
2021-04-18 15:00;18.9;28.5;0.4;0.9;40.4;18.3;34.5
2021-04-18 16:00;17.7;31.2;0.4;1.1;42.7;17.7;33.4
2021-04-18 17:00;16.7;40.0;0.5;0.8;56.2;24.7;29.2
2021-04-18 18:00;17.3;55.8;0.5;1.2;83.1;41.8;32.0
2021-04-18 19:00;26.6;62.8;0.8;1.2;89.3;40.5;44.3
2021-04-18 20:00;33.1;41.7;0.6;1.8;55.1;20.6;45.1
2021-04-18 21:00;25.7;39.1;0.5;1.6;44.7;8.5;35.5
2021-04-18 22:00;33.2;38.4;0.6;1.7;39.0;1.0;42.7
2021-04-18 23:00;28.0;23.3;0.5;1.5;23.5;0.3;34.7
2021-04-19 00:00;67.2;47.4;1.0;2.4;50.5;4.6;80.8
2021-04-19 01:00;69.8;39.2;1.0;3.2;41.4;3.3;81.3
2021-04-19 02:00;62.2;28.9;1.0;3.3;30.3;2.0;70.9
2021-04-19 03:00;46.5;21.4;0.8;2.6;21.5;0.2;53.5
2021-04-19 04:00;39.5;22.1;0.7;2.0;23.1;1.5;45.9
2021-04-19 05:00;33.6;35.4;0.6;1.7;47.6;18.7;39.4
2021-04-19 06:00;35.5;51.5;0.6;1.6;79.6;43.1;41.4
2021-04-19 07:00;36.4;57.2;0.7;1.6;94.6;57.2;42.1
2021-04-19 08:00;36.6;50.4;0.6;1.7;79.7;44.9;42.2
2021-04-19 09:00;39.0;44.6;0.6;1.6;70.6;39.7;46.0
2021-04-19 10:00;44.9;46.1;0.6;1.6;69.6;35.9;54.3
2021-04-19 11:00;46.9;47.9;0.7;1.8;79.2;47.9;60.6
2021-04-19 12:00;35.4;51.4;0.6;1.6;89.9;58.9;53.0
2021-04-19 13:00;35.3;60.4;0.6;1.3;117.2;86.8;55.3
2021-04-19 14:00;33.1;61.1;0.8;1.3;120.3;90.6;51.8
2021-04-19 15:00;33.0;59.0;0.8;1.3;123.7;99.0;50.3
2021-04-19 16:00;34.8;51.6;0.6;1.6;93.5;64.1;53.3
2021-04-19 17:00;31.3;48.8;0.5;1.4;79.5;46.9;46.6
2021-04-19 18:00;32.7;46.5;0.5;1.2;64.3;27.3;47.7
2021-04-19 19:00;37.1;50.0;0.6;1.4;71.7;33.1;51.8
2021-04-19 20:00;41.9;52.7;0.6;1.4;67.1;22.1;58.7
2021-04-19 21:00;83.5;69.4;1.2;2.4;102.1;50.0;101.2
2021-04-19 22:00;70.9;65.2;0.9;3.6;78.2;19.9;84.3
2021-04-19 23:00;95.2;46.6;1.3;3.7;65.4;28.7;111.6
2021-04-20 00:00;76.8;29.7;1.2;4.4;41.8;18.5;86.2
2021-04-20 01:00;58.1;23.4;1.0;4.0;27.9;6.8;66.1
2021-04-20 02:00;51.7;21.2;0.8;3.1;22.2;1.7;59.1
2021-04-20 03:00;50.9;21.1;0.8;3.0;23.2;3.2;58.5
2021-04-20 04:00;52.4;21.2;0.8;3.1;25.6;6.8;60.2
2021-04-20 05:00;52.0;21.9;0.9;3.3;31.9;15.4;60.7
2021-04-20 06:00;50.6;25.3;1.0;2.9;54.2;44.3;64.0
2021-04-20 07:00;49.4;49.7;1.0;2.7;111.0;93.8;63.1
2021-04-20 08:00;40.3;55.6;0.8;2.4;116.4;93.1;57.5
2021-04-20 09:00;35.9;58.8;0.6;1.9;112.8;82.7;58.1
2021-04-20 10:00;29.1;48.4;0.5;1.4;81.6;50.9;56.2
2021-04-20 11:00;20.0;44.4;0.5;1.2;68.8;37.4;44.6
2021-04-20 12:00;16.2;37.2;0.4;0.9;57.3;30.8;36.0
2021-04-20 13:00;8.8;36.1;0.3;0.8;46.8;16.4;22.3
2021-04-20 14:00;10.1;51.6;0.4;0.7;78.4;41.0;28.9
2021-04-20 15:00;10.3;45.9;0.4;0.8;64.8;28.9;26.1
2021-04-20 16:00;10.5;42.6;0.4;0.8;57.9;23.4;31.7
2021-04-20 17:00;10.4;38.6;0.3;1.1;51.7;20.1;26.7
2021-04-20 18:00;11.7;45.0;0.4;0.7;53.4;12.9;24.3
2021-04-20 19:00;11.4;36.8;0.4;0.8;45.1;12.7;30.5
2021-04-20 20:00;15.4;40.7;0.4;0.7;44.7;6.2;21.5
2021-04-20 21:00;25.6;48.3;0.5;1.2;49.4;1.7;36.7
2021-04-20 22:00;38.9;61.4;0.7;1.5;71.2;15.0;52.6
2021-04-20 23:00;47.9;75.0;0.9;2.3;92.2;26.4;66.7
2021-04-21 00:00;47.7;57.2;0.8;2.1;59.3;3.2;58.2
2021-04-21 01:00;39.1;23.2;0.6;2.0;23.6;0.6;46.4
2021-04-21 02:00;24.0;14.4;0.4;1.6;14.7;0.5;30.0
2021-04-21 03:00;24.5;13.6;0.4;1.5;14.0;0.7;30.8
2021-04-21 04:00;21.5;13.4;0.4;1.3;14.0;1.0;27.7
2021-04-21 05:00;24.4;16.4;0.4;1.2;18.1;2.6;31.6
2021-04-21 06:00;23.7;28.2;0.5;1.5;36.3;12.4;32.8
2021-04-21 07:00;32.1;41.2;0.6;1.5;58.8;27.0;47.1
2021-04-21 08:00;33.9;34.1;0.5;1.7;49.7;23.8;48.0
2021-04-21 09:00;37.9;32.4;0.4;1.5;47.5;23.0;61.9
2021-04-21 10:00;34.6;39.2;0.4;1.3;54.1;22.8;58.3
2021-04-21 11:00;24.8;46.7;0.4;0.9;63.5;25.6;45.6
2021-04-21 12:00;19.9;36.3;0.3;0.8;49.3;19.9;60.5
2021-04-21 13:00;19.2;37.8;0.4;0.6;50.6;19.7;48.5
2021-04-21 14:00;19.0;49.3;0.3;0.9;68.2;28.9;49.3
2021-04-21 15:00;14.7;28.3;0.3;0.6;36.3;12.3;45.7
2021-04-21 16:00;20.9;52.4;0.4;0.7;73.7;32.6;50.8
2021-04-21 17:00;25.3;46.7;0.4;0.9;57.8;17.0;35.4
2021-04-21 18:00;21.3;25.5;0.3;0.8;28.0;3.8;27.4
2021-04-21 19:00;25.0;30.0;0.4;0.8;31.5;2.3;34.0
2021-04-21 20:00;30.8;28.9;0.4;1.3;30.4;2.3;41.3
2021-04-21 21:00;28.5;20.8;0.4;1.1;21.7;1.4;36.7
2021-04-21 22:00;27.0;19.4;0.4;1.1;20.1;1.2;35.8
2021-04-21 23:00;22.2;20.5;0.3;1.0;21.1;0.9;30.0
2021-04-22 00:00;15.5;18.0;0.3;0.9;18.2;0.4;22.0
2021-04-22 01:00;15.1;14.7;0.3;0.7;15.1;0.6;20.9
2021-04-22 02:00;15.1;14.7;0.3;0.7;15.1;0.5;20.9
2021-04-22 03:00;12.6;7.8;0.2;0.6;8.1;0.5;17.3
2021-04-22 04:00;14.6;8.0;0.2;0.6;8.5;0.8;19.9
2021-04-22 05:00;21.8;22.8;0.3;0.7;24.1;2.1;30.0
2021-04-22 06:00;24.1;31.2;0.3;1.0;35.0;5.7;33.0
2021-04-22 07:00;24.2;36.8;0.4;0.9;44.0;10.9;32.2
2021-04-22 08:00;23.9;30.5;0.4;1.0;37.7;11.0;30.1
2021-04-22 09:00;21.5;30.0;0.4;1.0;39.9;15.1;28.4
2021-04-22 10:00;18.1;26.3;0.3;0.7;35.1;13.5;29.0
2021-04-22 11:00;25.4;37.2;0.4;0.7;50.5;20.2;43.7
2021-04-22 12:00;36.1;40.8;0.4;0.7;50.4;14.7;45.9
2021-04-22 13:00;15.7;29.1;0.3;0.5;42.9;21.2;21.1
2021-04-22 14:00;10.4;37.8;0.3;0.6;51.1;20.3;19.7
2021-04-22 15:00;15.7;65.7;0.5;0.8;99.2;51.2;39.1
2021-04-22 16:00;18.4;40.6;0.4;0.9;55.3;22.5;40.6
2021-04-22 17:00;20.8;37.4;0.4;0.8;49.8;18.9;43.6
2021-04-22 18:00;22.7;30.4;0.3;0.8;38.7;12.7;39.5
2021-04-22 19:00;27.1;28.7;0.4;0.9;31.6;4.5;39.5
2021-04-22 20:00;34.8;33.6;0.4;1.2;35.9;3.4;47.0
2021-04-22 21:00;44.8;39.1;0.6;1.7;41.8;4.1;58.4
2021-04-22 22:00;49.1;43.9;0.6;1.9;47.1;5.0;64.1
2021-04-22 23:00;52.8;37.4;0.7;2.1;39.7;3.5;66.0
2021-04-23 00:00;36.7;32.2;0.5;2.0;34.7;3.8;48.5
2021-04-23 01:00;28.8;17.5;0.4;1.2;17.8;0.5;39.4
2021-04-23 02:00;42.3;21.0;0.6;1.5;21.5;0.8;52.5
2021-04-23 03:00;40.2;19.5;0.5;1.7;20.0;0.7;49.9
2021-04-23 04:00;40.6;20.3;0.6;1.8;21.2;1.5;49.4
2021-04-23 05:00;36.0;26.5;0.5;1.7;30.0;5.4;46.8
2021-04-23 06:00;26.5;40.4;0.6;1.6;56.2;24.2;39.6
2021-04-23 07:00;14.3;43.7;0.4;1.1;67.7;36.8;31.4
2021-04-23 08:00;15.2;38.8;0.4;0.8;58.5;30.1;31.9
2021-04-23 09:00;18.0;41.7;0.4;0.9;65.9;36.9;37.5
2021-04-23 10:00;15.5;33.1;0.3;0.9;50.7;27.0;38.9
2021-04-23 11:00;11.8;32.8;0.3;0.5;46.2;20.5;28.7
2021-04-23 12:00;12.0;34.3;0.3;0.5;46.2;18.2;29.8
2021-04-23 13:00;11.7;38.6;0.3;0.5;58.7;30.7;33.5
2021-04-23 14:00;11.1;36.4;0.3;0.6;56.7;31.0;23.6
2021-04-23 15:00;12.9;45.3;0.3;0.4;66.2;31.9;36.8
2021-04-23 16:00;10.4;32.4;0.3;0.5;40.7;12.6;21.8
2021-04-23 17:00;11.1;46.1;0.3;0.6;67.4;32.6;20.4
2021-04-23 18:00;11.4;38.2;0.3;0.5;51.3;19.9;34.0
2021-04-23 19:00;9.3;29.8;0.3;0.6;34.6;7.3;14.4
2021-04-23 20:00;15.9;35.3;0.3;0.7;43.2;12.0;21.7
2021-04-23 21:00;15.5;33.1;0.3;0.7;41.3;12.4;21.2
2021-04-23 22:00;14.7;28.7;0.3;0.7;34.8;9.4;21.3
2021-04-23 23:00;13.8;19.9;0.3;0.6;22.9;4.5;20.8
2021-04-24 00:00;12.7;14.0;0.2;0.5;15.7;2.6;18.8
2021-04-24 01:00;14.3;14.1;0.3;0.5;15.0;1.3;21.4
2021-04-24 02:00;14.7;10.3;0.2;0.5;10.6;0.5;21.2
2021-04-24 03:00;17.2;11.0;0.2;0.5;11.4;0.6;24.1
2021-04-24 04:00;19.8;11.9;0.2;0.5;12.4;0.8;26.9
2021-04-24 05:00;21.6;16.8;0.3;0.6;17.4;0.8;30.1
2021-04-24 06:00;23.4;22.1;0.3;0.7;24.6;3.8;32.9
2021-04-24 07:00;19.7;28.1;0.3;0.7;35.0;10.6;28.8
2021-04-24 08:00;19.0;24.7;0.3;0.7;32.9;12.5;25.2
2021-04-24 09:00;15.9;22.2;0.3;0.7;29.2;10.7;26.6
2021-04-24 10:00;5.8;19.1;0.2;0.5;24.0;7.5;14.6
2021-04-24 11:00;5.2;23.9;0.2;0.4;31.9;12.2;14.3
2021-04-24 12:00;5.4;21.8;0.2;0.5;28.9;10.9;15.1
2021-04-24 13:00;5.8;23.5;0.2;0.4;29.2;8.7;15.5
2021-04-24 14:00;6.3;22.8;0.2;0.4;30.3;11.5;15.5
2021-04-24 15:00;7.4;24.4;0.2;0.4;31.5;10.9;17.1
2021-04-24 16:00;8.0;23.5;0.2;0.4;32.1;13.1;19.9
2021-04-24 17:00;8.1;22.3;0.2;0.4;26.3;6.2;17.7
2021-04-24 18:00;11.5;33.0;0.3;0.5;38.2;8.0;21.3
2021-04-24 19:00;15.9;49.9;0.3;0.6;53.5;5.4;29.3
2021-04-24 20:00;30.2;76.2;0.6;1.0;91.2;22.9;46.8
2021-04-24 21:00;44.5;61.1;0.6;1.9;71.4;15.9;63.2
2021-04-24 22:00;66.5;78.2;0.9;2.1;97.2;28.9;90.0
2021-04-24 23:00;79.7;41.7;0.9;3.5;45.0;5.1;94.8
2021-04-25 00:00;59.1;35.4;0.7;3.1;39.0;5.5;71.1
2021-04-25 01:00;57.2;22.4;0.7;2.5;22.8;0.5;67.5
2021-04-25 02:00;64.3;37.0;0.8;2.5;40.2;4.8;77.9
2021-04-25 03:00;77.5;50.5;0.9;3.1;57.3;10.3;94.0
2021-04-25 04:00;73.4;34.2;0.9;3.3;35.9;2.6;87.0
2021-04-25 05:00;64.0;24.8;0.8;2.8;27.8;4.7;76.6
2021-04-25 06:00;63.1;27.2;0.8;2.7;31.6;6.7;75.7
2021-04-25 07:00;42.6;26.5;0.5;2.2;32.4;8.9;55.2
2021-04-25 08:00;26.1;18.9;0.3;1.4;21.9;4.6;35.7
2021-04-25 09:00;20.6;15.7;0.3;1.0;19.3;5.4;28.7
2021-04-25 10:00;13.9;17.3;0.2;0.7;22.0;7.1;22.7
2021-04-25 11:00;8.0;18.5;0.2;0.6;22.9;6.6;14.9
2021-04-25 12:00;7.2;19.1;0.2;0.5;24.8;8.8;17.5
2021-04-25 13:00;6.5;22.0;0.2;0.5;28.9;10.4;14.2
2021-04-25 14:00;6.4;19.5;0.2;0.5;25.8;9.6;13.9
2021-04-25 15:00;6.6;19.1;0.2;0.4;23.8;7.2;14.7
2021-04-25 16:00;6.3;20.9;0.2;0.4;27.4;10.0;14.7
2021-04-25 17:00;8.0;22.2;0.2;0.4;29.8;11.7;16.5
2021-04-25 18:00;8.9;25.6;0.3;0.5;35.2;14.7;18.6
2021-04-25 19:00;10.0;48.1;0.4;0.6;68.0;30.5;23.1
2021-04-25 20:00;11.8;35.5;0.3;0.7;44.3;13.4;20.9
2021-04-25 21:00;9.9;30.2;0.3;0.7;35.6;8.2;18.0
2021-04-25 22:00;11.6;20.0;0.3;0.6;21.8;2.7;19.4
2021-04-25 23:00;15.1;18.9;0.3;0.8;20.3;2.1;22.3
2021-04-26 00:00;10.8;12.7;0.3;0.8;13.6;1.4;16.4
2021-04-26 01:00;10.4;11.4;0.2;0.5;11.8;0.7;15.8
2021-04-26 02:00;13.9;11.2;0.3;0.6;11.5;0.5;20.8
2021-04-26 03:00;14.8;13.9;0.3;0.7;14.4;0.9;21.2
2021-04-26 04:00;17.5;20.2;0.3;0.7;21.8;2.4;25.0
2021-04-26 05:00;19.0;23.9;0.4;0.7;26.1;3.3;27.1
2021-04-26 06:00;18.1;33.8;0.4;0.9;41.8;12.1;28.2
2021-04-26 07:00;17.8;44.4;0.4;0.9;60.6;24.8;43.6
2021-04-26 08:00;13.4;36.5;0.3;0.8;56.9;31.1;41.0
2021-04-26 09:00;11.4;37.8;0.3;0.7;54.6;25.7;29.1
2021-04-26 10:00;10.4;34.8;0.3;0.6;49.5;22.4;26.6
2021-04-26 11:00;8.0;32.0;0.2;0.6;44.9;19.7;24.5
2021-04-26 12:00;9.2;31.3;0.2;0.5;43.1;18.1;41.0
2021-04-26 13:00;6.1;31.7;0.2;0.5;45.9;21.7;19.5
2021-04-26 14:00;6.2;35.5;0.3;0.5;50.6;23.1;19.1
2021-04-26 15:00;6.6;35.6;0.3;0.5;47.9;18.8;15.5
2021-04-26 16:00;6.8;29.6;0.2;0.6;41.3;17.8;18.4
2021-04-26 17:00;8.2;40.6;0.3;0.5;66.3;39.3;22.8
2021-04-26 18:00;8.5;39.6;0.3;0.5;59.4;30.4;22.3
2021-04-26 19:00;13.4;57.8;0.4;0.7;82.9;38.3;39.6
2021-04-26 20:00;24.9;70.1;0.5;0.9;92.4;34.0;53.3
2021-04-26 21:00;44.3;76.7;0.7;1.4;102.9;40.0;89.6
2021-04-26 22:00;80.6;72.7;0.9;3.4;87.3;22.3;122.5
2021-04-26 23:00;81.9;66.2;1.0;3.7;78.6;19.0;121.7
2021-04-27 00:00;93.5;69.6;1.1;3.9;89.3;30.0;130.9
2021-04-27 01:00;97.4;69.2;1.2;4.3;94.1;38.2;129.9
2021-04-27 02:00;103.0;57.9;1.3;4.8;70.9;19.9;133.0
2021-04-27 03:00;74.0;38.4;0.9;4.3;43.1;7.2;95.5
2021-04-27 04:00;72.1;44.4;0.9;2.9;64.1;30.1;90.7
2021-04-27 05:00;58.4;40.0;0.8;3.1;55.3;23.4;80.6
2021-04-27 06:00;89.0;62.8;1.6;3.1;206.7;220.3;135.4
2021-04-27 07:00;78.2;81.6;1.4;4.3;224.3;218.3;124.0
2021-04-27 08:00;41.2;63.0;0.7;2.9;109.5;71.1;67.2
2021-04-27 09:00;17.9;53.8;0.4;1.4;89.3;54.3;39.1
2021-04-27 10:00;12.5;38.5;0.3;1.0;59.4;32.0;29.6
2021-04-27 11:00;13.3;41.6;0.3;0.9;63.7;33.7;34.3
2021-04-27 12:00;13.2;48.1;0.3;1.0;74.4;40.3;28.9
2021-04-27 13:00;15.9;40.9;0.3;0.7;64.3;35.7;55.0
2021-04-27 14:00;13.0;50.1;0.4;0.8;78.0;42.7;38.9
2021-04-27 15:00;12.1;49.9;0.4;0.8;73.3;35.8;42.1
2021-04-27 16:00;12.5;40.2;0.3;0.7;58.6;28.1;43.7
2021-04-27 17:00;12.6;34.1;0.3;0.7;46.3;18.7;32.6
2021-04-27 18:00;13.6;53.4;0.4;0.6;70.4;25.9;34.8
2021-04-27 19:00;19.2;63.0;0.4;1.0;78.6;23.9;41.5
2021-04-27 20:00;29.5;44.9;0.5;1.3;45.5;0.8;64.9
